ID,Prediction
1,0.23828288912773132
2,0.10443411767482758
3,0.23828288912773132
4,0.21269166469573975
5,0.12415789812803268
6,0.074229896068573
7,0.058970823884010315
8,0.3625796139240265
9,0.4020216464996338
10,0.6790940165519714
11,0.06497878581285477
12,0.15358848869800568
13,0.5684669613838196
14,0.6790940165519714
15,0.058970823884010315
16,0.37222591042518616
17,0.14631523191928864
18,0.3068564534187317
19,0.6790940165519714
20,0.21269166469573975
21,0.18629959225654602
22,0.1879168450832367
23,0.8186090588569641
24,0.6790940165519714
25,0.12415789812803268
26,0.14631523191928864
27,0.05119974911212921
28,0.07467663288116455
29,0.058970823884010315
30,0.15437692403793335
31,0.05119974911212921
32,0.09427289664745331
33,0.05119974911212921
34,0.05119974911212921
35,0.17717915773391724
36,0.2267657369375229
37,0.05119974911212921
38,0.18629959225654602
39,0.26487991213798523
40,0.4792962670326233
41,0.4739163815975189
42,0.12356816977262497
43,0.8960101008415222
44,0.3625796139240265
45,0.05119974911212921
46,0.05119974911212921
47,0.058970823884010315
48,0.4213382303714752
49,0.07467663288116455
50,0.2355213761329651
51,0.05119974911212921
52,0.10443411767482758
53,0.2267657369375229
54,0.3625796139240265
55,0.6719304919242859
56,0.12988577783107758
57,0.1599963903427124
58,0.3305840790271759
59,0.31564590334892273
60,0.5684669613838196
61,0.05119974911212921
62,0.6790940165519714
63,0.28593412041664124
64,0.05119974911212921
65,0.05119974911212921
66,0.08040046691894531
67,0.8054018020629883
68,0.2267657369375229
69,0.10443411767482758
70,0.10443411767482758
71,0.07886915653944016
72,0.4213382303714752
73,0.05119974911212921
74,0.1930444985628128
75,0.2355213761329651
76,0.07886915653944016
77,0.05119974911212921
78,0.15358848869800568
79,0.6790940165519714
80,0.058970823884010315
81,0.23828288912773132
82,0.10443411767482758
83,0.10905547440052032
84,0.05119974911212921
85,0.10443411767482758
86,0.808548092842102
87,0.14631523191928864
88,0.058970823884010315
89,0.3310631513595581
90,0.5684669613838196
91,0.3625796139240265
92,0.5684669613838196
93,0.07425948977470398
94,0.09427289664745331
95,0.26487991213798523
96,0.6790940165519714
97,0.05119974911212921
98,0.05119974911212921
99,0.23828288912773132
100,0.30053746700286865
101,0.5684669613838196
102,0.23828288912773132
103,0.05646241083741188
104,0.40778079628944397
105,0.6790940165519714
106,0.1295258104801178
107,0.05646241083741188
108,0.09877513349056244
109,0.26487991213798523
110,0.1175704151391983
111,0.10443411767482758
112,0.07467663288116455
113,0.05119974911212921
114,0.21269166469573975
115,0.3625796139240265
116,0.21447761356830597
117,0.05119974911212921
118,0.07886915653944016
119,0.10443411767482758
120,0.07880649715662003
121,0.6790940165519714
122,0.14631523191928864
123,0.5684669613838196
124,0.3310631513595581
125,0.9232465624809265
